time,relativeAltitude,pressure
27417025,0.000000000,1017.867797852 
27417026,-0.021141052,1017.869873047 
27417027,-0.036994934,1017.872009277 
27417028,-0.079269409,1017.877075195 
27417029,-0.132118225,1017.883789062 
27417030,-0.190246582,1017.890686035 
27417031,-0.681720734,1017.949584961 
27417032,-0.797981262,1017.963989258 
27417033,-0.967090607,1017.984069824 
27417034,-1.326446533,1018.027282715 
27417035,-1.733364105,1018.076232910 
27417036,-1.928894043,1018.100036621 
27417037,-2.214263916,1018.134643555 
27417038,-2.520774841,1018.171630859 
27417039,-2.806144714,1018.205566406 
27417040,-3.170783997,1018.249572754 
27417041,-3.524856567,1018.292541504 
27417042,-3.826080322,1018.328979492 
27417043,-4.063888550,1018.357299805 
27417044,-4.217144012,1018.376159668 
27417044,-4.269989014,1018.382690430 
27417045,-4.285842896,1018.384460449 
27417046,-4.322837830,1018.388732910 
27417047,-4.402107239,1018.398315430 
27417048,-4.544792175,1018.415893555 
27417049,-4.740322113,1018.439025879 
27417050,-5.036262512,1018.474609375 
27417051,-5.348056793,1018.512451172 
27417052,-5.628143311,1018.546264648 
27417053,-5.871234894,1018.575988770 
27417054,-6.061481476,1018.598510742 
27417068,-6.214736938,1018.617431641 
27417068,-6.331001282,1018.631103516 
27417068,-6.515960693,1018.653625488 
27417068,-6.732631683,1018.679687500 
27417068,-7.081417084,1018.721557617 
27417068,-7.409065247,1018.761474609 
27417068,-7.784275055,1018.806701660 
27417068,-7.874114990,1018.817443848 
27417068,-7.990375519,1018.831542969 
27417068,-8.011516571,1018.834106445 
27417068,-8.011516571,1018.834106445 
27417068,-7.974521637,1018.829406738 
27417068,-7.958667755,1018.827209473 
27417068,-7.911106110,1018.821960449 
27417068,-7.895252228,1018.819702148 
27417069,-7.852973938,1018.814636230 
27417070,-7.815982819,1018.810485840 
27417071,-7.794845581,1018.807678223 
27417072,-7.768421173,1018.804626465 
27417073,-7.794845581,1018.807678223 
27417074,-7.916389465,1018.822082520 
27417075,-7.974521637,1018.829284668 
27417075,-8.080215454,1018.841857910 
27417076,-8.101352692,1018.844726562 
27417077,-8.106639862,1018.845336914 
27417078,-8.106639862,1018.845581055 
27417079,-8.117206573,1018.846740723 
27417080,-8.138347626,1018.849426270 
27417081,-8.159484863,1018.851684570 
27417082,-8.159484863,1018.851684570 
27417083,-8.148914337,1018.850646973 
27417084,-8.138347626,1018.849365234 
27417085,-8.127777100,1018.847717285 
27417086,-8.127777100,1018.847717285 
27417087,-8.133060455,1018.848327637 
27417088,-8.148914337,1018.850158691 
27417089,-8.164768219,1018.852478027 
27417090,-8.185909271,1018.855102539 
27417090,-8.233470917,1018.860778809 
27417091,-8.281032562,1018.866333008 
27417092,-8.312740326,1018.870178223 
27417093,-8.370868683,1018.877563477 
27417094,-8.413146973,1018.882568359 
27417095,-8.439571381,1018.885498047 
27417096,-8.444854736,1018.886413574 
27417097,-8.465991974,1018.888488770 
27417098,-8.465991974,1018.888488770 
27417099,-8.444854736,1018.886047363 
27417100,-8.423717499,1018.883361816 
27417101,-8.402576447,1018.881286621 
27417102,-8.381439209,1018.878784180 
27417103,-8.381439209,1018.878784180 
27417104,-8.402576447,1018.881164551 
27417105,-8.460708618,1018.887939453 
27417105,-8.561119080,1018.900512695 
27417106,-8.666809082,1018.913085938 
27417107,-8.740795135,1018.921630859 
27417108,-8.814781189,1018.930603027 
27417109,-8.841201782,1018.934265137 
27417110,-8.899333954,1018.941040039 
27417111,-8.925758362,1018.944091797 
27417112,-8.968032837,1018.949340820 
27417113,-8.989173889,1018.952087402 
27417114,-9.047306061,1018.958740234 
27417115,-9.063159943,1018.960571289 
27417116,-9.073726654,1018.962097168 
27417117,-9.110721588,1018.966735840 
27417118,-9.110721588,1018.966735840 
27417119,-9.110721588,1018.966735840 
27417120,-9.168849945,1018.973876953 
27417121,-9.322105408,1018.992309570 
27417121,-9.512351990,1019.015014648 
27417122,-9.713169098,1019.038940430 
27417123,-9.913986206,1019.063476562 
27417124,-10.077808380,1019.083496094 
27417125,-10.104232788,1019.086303711 
27417126,-10.104232788,1019.086303711 
27417127,-9.961547852,1019.069335938 
27417128,-9.924552917,1019.064880371 
27417129,-9.750160217,1019.043823242 
27417130,-9.575767517,1019.022521973 
27417131,-9.422512054,1019.004028320 
27417132,-9.364383698,1018.996887207 
27417133,-9.295681000,1018.988891602 
27417134,-9.290397644,1018.988159180 
27417135,-9.290397644,1018.988159180 
27417136,-9.374950409,1018.998535156 
27417136,-9.422512054,1019.004211426 
27417137,-9.422512054,1019.004211426 
27417138,-9.517635345,1019.015808105 
27417139,-9.623329163,1019.028625488 
27417140,-9.649753571,1019.031372070 
27417141,-9.882278442,1019.059692383 
27417142,-9.882278442,1019.059692383 
27417143,-9.850570679,1019.055847168 
27417144,-9.850570679,1019.055847168 
27417145,-9.903415680,1019.062011719 
27417146,-9.919269562,1019.063720703 
27417147,-9.998538971,1019.073486328 
27417148,-10.104232788,1019.086242676 
27417149,-10.141223907,1019.090820312 
27417150,-10.194072723,1019.097534180 
27417151,-10.252201080,1019.104553223 
27417151,-10.315616608,1019.111999512 
27417152,-10.437164307,1019.126464844 
27417153,-10.447734833,1019.127563477 
27417154,-10.505863190,1019.135070801 
27417155,-10.537570953,1019.138916016 
27417156,-10.606273651,1019.147216797 
27417157,-10.674972534,1019.155151367 
27417158,-10.844081879,1019.175415039 
27417159,-11.002620697,1019.194641113 
27417160,-11.161159515,1019.214111328 
27417161,-11.383113861,1019.240783691 
27417162,-11.568077087,1019.263000488 
27417163,-11.673770905,1019.275817871 
27417164,-11.821739197,1019.294067383 
27417165,-11.990848541,1019.314086914 
27417166,-12.112396240,1019.328674316 
27417166,-12.233940125,1019.343322754 
27417167,-12.392482758,1019.362792969 
27417168,-12.535167694,1019.379577637 
27417169,-12.656711578,1019.394592285 
27417170,-12.778259277,1019.409484863 
27417171,-12.910377502,1019.424926758 
27417172,-13.026638031,1019.439453125 
27417173,-13.158752441,1019.455017090 
27417174,-13.280300140,1019.469726562 
27417175,-13.396560669,1019.484191895 
27417176,-13.481117249,1019.494323730 
27417177,-13.576240540,1019.505371094 
27417178,-13.639656067,1019.513061523 
27417179,-13.713642120,1019.522216797 
27417180,-13.729496002,1019.523925781 
27417180,-13.787624359,1019.530761719 
27417181,-13.845756531,1019.537902832 
27417182,-13.914455414,1019.546508789 
27417183,-13.962017059,1019.551757812 
27417184,-14.057144165,1019.563659668 
27417185,-14.162834167,1019.576171875 
27417186,-14.242103577,1019.586242676 
27417187,-14.321372986,1019.595458984 
27417188,-14.411212921,1019.606079102 
27417189,-14.490482330,1019.615844727 
27417190,-14.585605621,1019.627624512 
27417191,-14.691299438,1019.640441895 
27417192,-14.791706085,1019.652160645 
27417193,-14.881546021,1019.663208008 
27417194,-14.955532074,1019.672119141 
27417195,-15.045368195,1019.683166504 
27417195,-15.087646484,1019.687988281 
27417196,-15.166915894,1019.697570801 
27417197,-15.277893066,1019.710937500 
27417198,-15.388870239,1019.724182129 
27417199,-15.494564056,1019.737426758 
27417200,-15.616111755,1019.751953125 
27417201,-15.711235046,1019.763061523 
27417202,-15.816928864,1019.776306152 
27417203,-15.927906036,1019.789306641 
27417204,-16.049449921,1019.804138184 
27417205,-16.170997620,1019.818847656 
27417206,-16.287261963,1019.832641602 
27417207,-16.377098083,1019.843811035 
27417208,-16.451084137,1019.852905273 
27417209,-16.519783020,1019.860717773 
27417210,-16.572631836,1019.867309570 
27417210,-16.646614075,1019.876403809 
27417211,-16.715316772,1019.884582520 
27417212,-16.805156708,1019.895141602 
27417213,-16.900279999,1019.906860352 
27417214,-16.984832764,1019.917236328 
27417215,-17.095809937,1019.930908203 
27417216,-17.153942108,1019.937438965 
27417217,-17.243778229,1019.948730469 
27417218,-17.344188690,1019.960449219 
27417219,-17.434028625,1019.971618652 
27417220,-17.460449219,1019.974487305 
27417221,-17.566143036,1019.987304688 
27417222,-17.566143036,1019.987304688 
27417223,-17.566143036,1019.987243652 
27417224,-17.560859680,1019.986633301 
27417225,-17.560859680,1019.986633301 
27417225,-17.603134155,1019.992065430 
27417226,-17.666549683,1019.999389648 
27417227,-17.772243500,1020.012207031 
27417228,-17.883220673,1020.025756836 
27417229,-17.999485016,1020.039794922 
27417230,-18.062900543,1020.047607422 
27417231,-18.131599426,1020.055786133 
27417232,-18.184444427,1020.061767578 
27417233,-18.300708771,1020.075988770 
27417234,-18.385261536,1020.086547852 
27417235,-18.448677063,1020.093750000 
27417236,-18.506809235,1020.101013184 
27417237,-18.591362000,1020.111389160 
27417238,-18.628356934,1020.115478516 
27417239,-18.665348053,1020.119873047 
27417240,-18.691772461,1020.123168945 
27417240,-18.744617462,1020.129455566 
27417241,-18.781608582,1020.133789062 
27417242,-18.823886871,1020.139526367 
27417243,-18.876731873,1020.145751953 
27417244,-18.940151215,1020.153564453 
27417245,-19.029987335,1020.163940430 
27417246,-19.098690033,1020.172668457 
27417247,-19.183242798,1020.182556152 
27417248,-19.236087799,1020.188964844 
27417249,-19.288936615,1020.195251465 
27417250,-19.315357208,1020.198852539 
27417251,-19.384059906,1020.207031250 
27417252,-19.436904907,1020.213134766 
27417253,-19.516174316,1020.222839355 
27417254,-19.637722015,1020.237731934 
27417254,-19.796260834,1020.256835938 
27417255,-19.907238007,1020.270324707 
27417256,-19.997077942,1020.281005859 
27417257,-20.081630707,1020.291137695 
27417258,-20.150333405,1020.299377441 
27417259,-20.261310577,1020.313110352 
27417260,-20.398708344,1020.329833984 
27417261,-20.514972687,1020.343261719 
27417262,-20.625949860,1020.356994629 
27417263,-20.731643677,1020.369995117 
27417264,-20.795059204,1020.377563477 
27417265,-20.842620850,1020.382812500 
27417266,-20.911319733,1020.391174316 
27417267,-20.964164734,1020.397949219 
27417268,-21.048721313,1020.407653809 
27417269,-21.122707367,1020.417236328 
27417269,-21.233684540,1020.430541992 
27417270,-21.334091187,1020.442443848 
27417271,-21.418643951,1020.452514648 
27417272,-21.466205597,1020.458679199 
27417273,-21.577182770,1020.471557617 
27417274,-21.661739349,1020.482177734 
27417275,-21.788570404,1020.497558594 
27417276,-21.936538696,1020.515441895 
27417277,-22.079223633,1020.532165527 
27417278,-22.216625214,1020.548950195 
27417279,-22.359310150,1020.566406250 
27417280,-22.486141205,1020.581420898 
27417281,-22.602405548,1020.596008301 
27417282,-22.760944366,1020.614746094 
27417283,-22.919483185,1020.634277344 
27417284,-23.072738647,1020.652526855 
27417284,-23.225990295,1020.671264648 
27417285,-23.358108521,1020.687255859 
27417286,-23.484939575,1020.702514648 
27417287,-23.601200104,1020.716430664 
27417288,-23.691040039,1020.727478027 
27417289,-23.807300568,1020.741516113 
27417290,-23.939418793,1020.757385254 
27417291,-24.076820374,1020.773925781 
27417292,-24.198364258,1020.788879395 
27417293,-24.346336365,1020.806762695 
27417294,-24.494304657,1020.824279785 
27417295,-24.615852356,1020.839233398 
27417296,-24.710975647,1020.850585938 
27417297,-24.843090057,1020.866821289 
27417298,-24.954071045,1020.879760742 
27417298,-25.065048218,1020.893066406 
27417299,-25.154884338,1020.904541016 
27417300,-25.281715393,1020.919860840 
27417301,-25.371555328,1020.930480957 
27417302,-25.493103027,1020.944885254 
27417303,-25.582942963,1020.955810547 
27417304,-25.667491913,1020.966308594 
27417305,-25.746761322,1020.975585938 
27417306,-25.841892242,1020.987182617 
27417307,-25.921161652,1020.996643066 
27417308,-25.995143890,1021.006103516 
27417309,-26.063846588,1021.013916016 
27417310,-26.158969879,1021.025512695 
27417311,-26.285800934,1021.040649414 
27417312,-26.423198700,1021.057617188 
27417313,-26.565883636,1021.075073242 
27417313,-26.676860809,1021.088134766 
27417314,-26.777271271,1021.100097656 
27417315,-26.930522919,1021.118835449 
27417316,-27.062641144,1021.134887695 
27417317,-27.194759369,1021.150634766 
27417318,-27.348011017,1021.169189453 
27417319,-27.474842072,1021.184814453 
27417320,-27.474842072,1021.184814453 
27417321,-27.469554901,1021.184082031 
27417322,-27.443134308,1021.180725098 
27417323,-27.406139374,1021.176635742 
27417324,-27.385005951,1021.173583984 
27417325,-27.342723846,1021.168518066 
27417326,-27.316303253,1021.165283203 
27417327,-27.263454437,1021.158935547 
27417328,-27.168331146,1021.147583008 
27417328,-27.104915619,1021.139648438 
27417329,-27.073207855,1021.135864258 
27417330,-27.052074432,1021.133666992 
27417331,-27.052074432,1021.133666992 
27417332,-27.120769501,1021.141601562 
27417333,-27.178905487,1021.149169922 
27417334,-27.252887726,1021.157897949 
27417335,-27.348011017,1021.169311523 
27417336,-27.464275360,1021.183593750 
27417337,-27.591106415,1021.198364258 
27417338,-27.707363129,1021.212890625 
27417339,-27.760211945,1021.219482422 
27417340,-27.791919708,1021.223083496 
27417341,-27.791919708,1021.223205566 
27417342,-27.791919708,1021.223205566 
27417342,-27.754924774,1021.218811035 
27417343,-27.754924774,1021.218811035 
27417344,-27.770778656,1021.220397949 
27417345,-27.776065826,1021.221313477 
27417346,-27.791919708,1021.223144531 
27417347,-27.807773590,1021.224914551 
27417348,-27.823627472,1021.227050781 
27417349,-27.839481354,1021.228698730 
27417350,-27.850048065,1021.230102539 
27417351,-27.850048065,1021.230224609 
27417352,-27.876476288,1021.233032227 
27417353,-27.902896881,1021.236633301 
27417354,-27.945178986,1021.241333008 
27417355,-28.024448395,1021.251098633 
27417356,-28.130138397,1021.263793945 
27417357,-28.225261688,1021.275512695 
27417357,-28.320384979,1021.286560059 
27417358,-28.383800507,1021.294616699 
27417359,-28.441928864,1021.301818848 
27417360,-28.478923798,1021.305847168 
27417361,-28.537052155,1021.313232422 
27417362,-28.632175446,1021.324584961 
27417363,-28.722019196,1021.335144043 
27417364,-28.801288605,1021.345153809 
27417365,-28.864704132,1021.352416992 
27417366,-28.901691437,1021.357360840 
27417367,-28.912265778,1021.358337402 
27417368,-28.970394135,1021.365417480 
27417369,-28.975681305,1021.365844727 
27417370,-28.991535187,1021.368041992 
27417371,-29.007389069,1021.369995117 
27417372,-29.007389069,1021.369995117 
27417372,-28.996814728,1021.368530273 
27417373,-28.986248016,1021.367248535 
27417374,-28.980960846,1021.366699219 
27417375,-28.980960846,1021.366699219 
27417376,-28.996814728,1021.368530273 
27417377,-29.039096832,1021.373657227 
27417378,-29.086658478,1021.379394531 
27417379,-29.134220123,1021.385375977 
27417380,-29.202922821,1021.393737793 
27417381,-29.266338348,1021.401306152 
27417382,-29.335033417,1021.409790039 
27417383,-29.393169403,1021.416259766 
27417384,-29.472438812,1021.426391602 
27417385,-29.509426117,1021.430419922 
27417386,-29.525279999,1021.432373047 
27417386,-29.530567169,1021.433044434 
27417387,-29.572841644,1021.438537598 
27417388,-29.615123749,1021.443603516 
27417389,-29.657398224,1021.448669434 
27417390,-29.726100922,1021.456970215 
27417391,-29.757808685,1021.460815430 
27417392,-29.757808685,1021.460815430 
27417393,-29.736667633,1021.458251953 
27417394,-29.673252106,1021.450317383 
27417395,-29.615123749,1021.443359375 
27417396,-29.520000458,1021.431640625 
27417397,-29.446010590,1021.422973633 
27417398,-29.356174469,1021.412353516 
27417399,-29.308612823,1021.406188965 
27417400,-29.276905060,1021.402282715 
27417401,-29.261051178,1021.400268555 
27417401,-29.239910126,1021.397827148 
27417402,-29.202922821,1021.393432617 
27417403,-29.123653412,1021.383728027 
27417404,-28.980960846,1021.366821289 
27417405,-28.838275909,1021.349487305 
27417406,-28.642749786,1021.325683594 
27417407,-28.457782745,1021.303771973 
27417408,-28.251682281,1021.278808594 
27417409,-28.093143463,1021.259643555 
27417410,-27.955745697,1021.242614746 
27417411,-27.844768524,1021.229125977 
27417412,-27.733791351,1021.216064453 
27417413,-27.733791351,1021.216064453 
27417414,-27.754924774,1021.218322754 
27417415,-27.791919708,1021.223022461 
27417415,-27.850048065,1021.229797363 
27417416,-27.855335236,1021.230834961 
27417417,-27.855335236,1021.230834961 
27417418,-27.807773590,1021.225036621 
27417419,-27.717937469,1021.214294434 
27417420,-27.628093719,1021.203125000 
27417421,-27.532970428,1021.191772461 
27417422,-27.443134308,1021.181091309 
27417423,-27.363864899,1021.170959473 
27417424,-27.316303253,1021.165222168 
27417425,-27.289882660,1021.162231445 
27417426,-27.289882660,1021.162231445 
27417427,-27.295162201,1021.162780762 
27417428,-27.332157135,1021.167663574 
27417429,-27.363864899,1021.171386719 
27417430,-27.416713715,1021.177490234 
27417430,-27.474842072,1021.184387207 
27417431,-27.480129242,1021.185546875 
27417432,-27.480129242,1021.185546875 
27417433,-27.437847137,1021.179870605 
27417434,-27.358577728,1021.170593262 
27417435,-27.247600555,1021.157470703 
27417436,-27.152477264,1021.145996094 
27417437,-27.120769501,1021.141967773 
27417438,-27.120769501,1021.141967773 
27417439,-27.110202789,1021.140686035 
27417440,-27.104915619,1021.139648438 
27417441,-27.057353973,1021.134094238 
27417442,-26.993938446,1021.126647949 
27417443,-26.882961273,1021.113342285 
27417444,-26.756130219,1021.098022461 
27417444,-26.682147980,1021.088623047 
27417445,-26.618732452,1021.081237793 
27417446,-26.576450348,1021.075744629 
27417447,-26.571170807,1021.075561523 
27417448,-26.571170807,1021.075561523 
27417449,-26.592304230,1021.077880859 
27417450,-26.613445282,1021.080627441 
27417451,-26.618732452,1021.081298828 
27417452,-26.624011993,1021.081787109 
27417453,-26.624011993,1021.081787109 
27417454,-26.634586334,1021.082885742 
27417455,-26.634586334,1021.083068848 
27417456,-26.645153046,1021.084594727 
27417457,-26.655719757,1021.085754395 
27417458,-26.676860809,1021.088500977 
27417459,-26.676860809,1021.088500977 
27417459,-26.682147980,1021.089111328 
27417460,-26.676860809,1021.088378906 
